aback,wstecz
outing,wypad
outlandish,obcy
outlaw,banita
outlay,wydatki
outlet,wylot
outline,zarys
outlive,przeżyć
outlook,perspektywy
outlying,odległy
outmoded,przestarzały
out,na zewnątrz
outnumber,przewyższać liczebnie
outpatient,pacjent dochodzący
outperform,przewyższają
outpost,placówka
outpouring,potok
output,wynik
outrage,skandal
outreach,sięgać dalej niż ktoś coś
outright,wprost
outset,początek
outskirts,peryferie
outspoken,szczery
outstretched,rozpostarty
outstrip,wyprzedzać
outweigh,przeważać kogoś coś
oval,owalny
ovary,jajnik
ovation,owacja
oven,piekarnik
overall,ogólny
overalls,kombinezon
overboard,za burtę
overburden,przeciążać
overcast,pochmurny
overcoat,płaszcz
overcome,przezwyciężać
overcrowd,przepełnić
overdo,przedobrzyć
overdose,przedawkować
overdraft,przekroczenie konta bankowego
overdrive,zajeździć
overdue,zaległy
overestimate,przeszacować
overgrow,zarastać
overhang,zwis
overhaul,wyremontować
overhead,nad głową
overhear,podsłuchać
overheat,przegrzać
overlap,zakładka
overlay,narzuta
overload,przeciążać
overlook,przeoczyć
over,nad
overnight,nocny
overpower,pokonać
override,nadpisanie
overrule,unieważnić coś
overrun,najechać
overseas,za granicą
oversee,nadzorować
overshadow,przyćmić
oversight,przeoczenie
oversimplify,oversimplify
oversized,przewymiarowane
overstate,zawyżać
overtake,wyprzedzać
overthrow,obalenie
overt,jawny
overtone,overtone
overture,uwertura
overview,przegląd
overweight,nadwaga
overwhelm,zasypać
overwork,przemęczenie
owe,zawdzięczać
owl,sowa
owned,własność
own,posiadać
oxidant,utleniacz
oxidation,utlenianie
oxide,tlenek
oxidise,utlenianie
ox,wół
oxygen,tlen
oyster,ostryga
ozone,ozon
pace,tempo
pacifist,pacyfista
pacify,uspokajać
packet,paczka
pack,pakiet
pact,pakt
paddle,wiosłować
paddock,padok
paddy,paddy
padlock,kłódka
pad,podkładka
padre,padre
paediatric,pediatryczny
pagan,pogański
pageant,korowód
paged,Paged
page,strona
pail,wiadro
pain,ból
painstaking,pracowity
paint,farba
pair,para
palace,pałac
palaeontology,paleontologia
palatable,smaczny
palate,podniebienie
palazzo,palazzo
pale,blady
palette,paleta
pal,kumpel
pallet,paleta
palm,palma
palpable,namacalny
palsy,porażenie
paltry,marny
pamper,pieścić
pamphlet,broszura
panacea,panaceum
pancreas,trzustka
pancreatic,trzustki
panda,panda
pander,sutener
panel,płyta
pane,szkło
pang,ostry ból
panic,panika
panned,panned
panorama,panorama
pan,patelnia
pant,dyszeć
panther,pantera
pantomime,pantomima
pantry,spiżarnia
pants,spodnie
panty,panty
papacy,papiestwo
papal,papieski
papa,papa
paper,papier
pap,papka
parable,przypowieść
parachute,spadochron
parade,parada
paradigm,paradygmat
paradise,raj
paradox,paradoks
paragraph,ustęp
parallel,równolegle
paralyse,sparaliżować
paralysis,paraliż
paramedic,sanitariusz
parameter,parametr
paramilitary,paramilitarny
paramount,najważniejszy
paranoia,paranoja
paranoid,paranoidalny
parapet,parapet
paraphernalia,przybory
paraphrase,parafraza
parasite,pasożyt
paratrooper,spadochroniarz
parcel,paczka
parchment,pergamin
parch,spiec
pardon,pardon
parenthesis,nawias
parent,rodzic
pare,obciąć
parishioner,parafianin
parish,parafialny
parity,parytet
park,park
parliament,parlament
parlour,salon
parmesan,parmezan
parochial,parafialny
pa,rocznie
parody,parodia
parole,zwolnienie warunkowe
par,par
parrot,papuga
parse,analizować
parsley,pietruszka
parson,pastor
partake,uczestniczyć
part,część
partiality,stronniczość
participant,uczestnik
participate,uczestniczyć
particle,cząstka
particular,szczególny
particulate,cząstek
partisan,partyzant
partition,przegroda
partner,partner
partridge,kuropatwa
party,przyjęcie
passage,przejście
passenger,pasażer
passion,pasja
passive,bierny
passover,pascha
passport,paszport
pass,przechodzić
password,hasło
pasta,makaron
pastel,pastel
paste,pasta
pastime,rozrywka
pastoral,pasterski
pastor,pastor
past,przeszłość
pastry,ciasto
pasture,pastwisko
patch,łata
patchy,niejednolity
pate,łeb
patent,patent
paternal,ojcowski
pathetic,żałosne
pathogen,patogen
pathological,patologiczny
pathology,patologia
path,ścieżka
patience,cierpliwość
patient,cierpliwy
patients,pacjenci
patio,patio
pat,poklepać
patriarch,patriarcha
patrician,patrycjusz
patriot,patriota
patrol,patrol
patronage,patronat
patron,patron
pattern,wzór
patter,tupot
paucity,niedostatek
pauper,żebrak
pause,pauza
pave,wybrukować
pavilion,pawilon
paw,łapa
pawn,pionek
payroll,lista płac
pay,zapłacić
peace,pokój
peach,brzoskwinia
peacock,paw
pea,groszek
peak,szczyt
peanut,arachid
pear,gruszka
pearl,perła
peasant,chłop
peat,torf
pebble,kamyk
peck,dziobać
peculiar,szczególny
pedagogy,pedagogia
pedal,pedał
peddle,rozpuszczać plotki
pedestal,piedestał
pedestrian,pieszy
pedigree,genealogia
peek,zerkać
peel,obierać
peep,ćwierkanie
peered,zajrzał
pee,robić siku
peer,par
peeve,zirytować
peg,kołek
pelican,pelikan
pellet,śrut
pelt,skóra
pelvis,miednica
penalise,karać
penal,karny
penalty,rzut karny
penance,pokuta
penchant,upodobanie
pencil,ołówek
pendant,wisiorek
pending,w oczekiwaniu
pen,długopis
pendulum,wahadło
penetrate,przenikać
penguin,pingwin
penicillin,penicylina
peninsula,półwysep
penis,penis
penitence,skrucha
pennant,proporzec
penny,grosz
pension,pensjonat
pentagon,pięciokąt
penthouse,daszek
people,ludzie
pepper,pieprz
peptide,peptyd
pep,werwa
perceive,dostrzec
percent,procent
perceptible,wyczuwalny
perception,postrzeganie
perceptive,spostrzegawczy
perceptual,percepcyjny
perch,okoń
percolate,przenikać
percussion,perkusja
peregrine,wędrowny
perennial,bylina
perestroika,pierestrojki
perfect,idealny
perforate,przedziurawić
perform,wykonać
perfume,perfumy
perfusion,perfuzja
perhaps,być może
peril,niebezpieczeństwo
perimeter,obwód
period,kropka
periphery,obrzeże
perish,zginąć
perjury,krzywoprzysięstwo
perk,akcydens
permanence,trwałość
permanent,stały
permeable,przepuszczalny
permeate,przesiąknąć
permissible,dopuszczalny
permission,pozwolenie
permissive,dozwalający
permit,pozwolić
perm,trwała ondulacja
pernicious,zgubny
peroxide,nadtlenek
perpendicular,prostopadły
perpetrate,popełnić
perpetual,wieczny
perpetuate,uwiecznić
perplex,pogmatwać
persecute,prześladować kogoś
persevere,wytrwać
persist,trwać
personalise,nadać cechy osobiste
personality,osobowość
persona,osoba
personify,uosabiać
personnel,personel
person,osoba
perspective,perspektywiczny
perspire,pocić się
persuade,namawiać
persuasion,perswazja
pertain,dotyczyć
pertinent,trafny
perturb,zaburzyć
peruse,przeczytać uważnie
pervade,przenikać
pervasive,rozpowszechniony
perverse,przewrotny
pervert,zboczeniec
per,za
peso,peso
pessimism,pesymizm
pessimistic,pesymistyczny
pester,prześladować
pesticide,pestycyd
pest,szkodnik
petal,płatek
petite,mały
petition,petycja
petrify,paraliżować
petrochemical,petrochemicznym
petrol,benzyna
petroleum,ropa naftowa
petty,drobny
petulant,rozdrażniony
pet,zwierzę domowe
pew,ławka w kościele
phallus,prącie
phantom,fantom
pharaoh,faraon
pharmaceutical,farmaceutyczny
pharmacology,farmakologia
pharmacy,apteka
phase,faza
pheasant,bażant
phenomenal,fenomenalny
phenomenology,fenomenologia
phenomenon,zjawisko
philanthropy,filantropia
philharmonic,filharmonia
philosophy,filozofia
phobia,fobia
phoenix,feniks
phoneme,fonem
phonetic,fonetyczny
phonology,fonologia
phony,fałszywy
phosphate,fosforan
phosphorus,fosfor
photocopy,kserokopia
photograph,fotografia
photon,foton
photosynthesis,fotosynteza
phrase,wyrażenie
physical,fizyczny
physician,lekarz
physicist,fizyk
physics,fizyka
physiological,fizjologiczny
physiology,fizjologia
physiotherapist,fizjoterapeuta
physique,budowa ciała
piano,fortepian
picket,szpica
pickle,marynata
pickup,odebrać
pick,wybierać
picnic,piknik
pictorial,obrazowy
picture,obrazek
picturesque,malowniczy
piece,kawałek
piecemeal,fragmentaryczny
pie,ciasto
pierce,przebić
pier,molo
piety,pobożność
pigeon,gołąb
pigment,pigment
pig,świnia
pike,szczupak
pile,stos
pilgrim,pielgrzym
pillage,plądrowanie
pillar,filar
pillow,poduszka
pill,pigułka
pilot,pilot
pimp,sutener
pinch,szczypta
pineapple,ananas
pine,sosna
ping,świst
pin,kołek
pink,różowy
pinnacle,szczyt
pinpoint,sprecyzować
pint,pół kwarty
pioneer,pionier
pious,pobożny
pipeline,rurociąg
piper,dudziarz
pipe,rura
pique,pika
piracy,piractwo
pirate,pirat
pistol,pistolet
piston,tłok
pitch,smoła
pit,dół
pitfall,pułapka
pith,miękisz
pity,szkoda
pivot,sworzeń
pixel,pixel
pizza,pizza
placard,afisz
placate,przebłagać
placebo,placebo
place,miejsce
placenta,łożysko
placid,spokojny
plagiarise,plagiarise
plague,plaga
plaid,pled
plain,równina
plains,równiny
plaintiff,powód
plaintive,żałosny
plait,warkocz
planed,wygładzony strugiem
plane,samolot
planet,planeta
plank,deska
plankton,plankton
plan,plan
plantation,plantacja
plant,roślina
plaque,plakieta
plasma,osocze
plaster,gips
plastic,plastikowy
plateau,płaskowyż
platelet,płytka krwi
plate,talerz
platform,platforma
platinum,platyna
platoon,pluton żołnierzy
platter,talerz
plausible,do przyjęcia
play,grać
playoff,dogrywka
playwright,dramaturg
plaza,plac
plead,błagać
pleasant,przyjemne
please,proszę
pleasure,przyjemność
pleat,zakładka
plea,zarzut
pledge,zastaw
plenty,dużo
plethora,nadmiar
plight,sytuacja
plod,tyrać
plop,plusk
plot,wątek
plough,pług
ploy,taktyka
pluck,podroby
plug,wtyczka
plumbing,instalacja wodociągowa
plumb,pion
plume,pióropusz
plummet,pion
plump,pulchny
plum,śliwka
plunder,grabież
plunge,pogrążać
plural,liczba mnoga
plush,plusz
plus,plus
plutonium,pluton
plywood,sklejka
ply,zagięcie
pneumonia,zapalenie płuc
poach,gotować
pocket,kieszeń
podium,podium
pod,strąk
poem,wiersz
poet,poeta
poignant,wzruszający
point,punkt
poise,opanowanie
poison,zatruć
poke,szturchać
polaroid,polaroid
polar,polarny
polemic,polemiczny
pole,polak
police,policja
policy,polityka
polio,paraliż dziecięcy
polish,polskie
polite,uprzejmy
politics,polityka
polity,ustrój
pollen,pyłek
poll,głosowanie
pollinate,zapylać
pollster,ankieter
pollute,zanieczyszczać
polo,gra polo
polyester,poliester
polymerase,polimerazy
polymer,polimer
poly,poli
polyp,polip
polytechnic,politechniczny
pomp,przepych
ponderous,ciężki
ponder,rozważać
pond,staw
pony,kucyk
poodle,pudel
pool,basen
poor,ubogi
pope,papież
poplar,topola
pop,muzyka pop
poppy,MAK
populace,pospólstwo
popular,popularny
population,populacja
populist,populista
populous,gęsto zaludniony
porcelain,porcelana
porch,ganek
pore,por
poring,poring
pork,wieprzowina
pornography,pornografia
porous,porowaty
por,por
porridge,owsianka
portable,przenośny
portal,portal
portent,przepowiednia
porter,porter
portfolio,teczka
portion,część
port,port
portrait,portret
portray,przedstawiać
pose,poza
posh,szykowny
position,pozycja
positive,pozytywny
posit,wysunąć jako postulat
posse,oddział
possess,posiadać
possible,możliwy
posterior,tylny
posterity,potomkowie
poster,plakat
postgraduate,podyplomowy
posthumous,pośmiertny
postoperative,pooperacyjny
post,poczta
postpone,odraczać
postulate,postulat
posture,postawa
potassium,potas
potato,ziemniak
potency,moc
potential,potencjał
potent,silny
pot,garnek
pothole,dziura drogowa
potion,eliksir
potty,nocnik
pouch,sakiewka
poultry,drób
pounce,pazur
pound,funt
pounding,łomotanie
pour,wlać
pout,dąsać się
poverty,ubóstwo
powder,proszek
power,moc
pow,pow
practicable,wykonalny
practical,praktyczny
practise,ćwiczyć
practitioner,praktykujący
pragmatic,pragmatyczny
pragmatism,pragmatyzm
pragmatist,pragmatyk
prairie,preria
praise,pochwała
prance,brykać
prank,wybryk
prawn,krewetka
pray,módl się
preach,kazanie
preamble,preambuła
precarious,niepewny
precaution,ostrożność
precede,poprzedzać
precept,przykazanie
precinct,okolica
precious,cenny
precipitate,osad
precipitous,stromy
precise,precyzyjny
preclude,uniemożliwiać
precocious,przedwczesny
preconception,z góry wyrobiona opinia
precondition,warunek wstępny
precursor,prekursor
predate,antydatować
predator,drapieżnik
predecessor,poprzednik
predetermine,z góry określić
predicament,kłopotliwe położenie
predicate,orzec
predict,"przepowiadać, wywróżyć"
predispose,predysponować
predominant,dominujący
predominate,dominować
preface,przedmowa
prefer,woleć
pregnant,w ciąży
prehistoric,prehistoryczny
prejudice,uprzedzenie
preliminary,wstępny
prelude,preludium
premature,przedwczesny
premiere,premiera
premier,premier
premise,przesłanka
premium,premia
prenatal,prenatalny
preoccupy,zaprzątać
prepare,przygotować
preponderance,przewaga
preposterous,niedorzeczny
pre,przed
prerogative,przywilej
prescribe,przepisać
prescription,recepta
prescriptive,nakazowe
presence,obecność
presently,obecnie
present,teraźniejszość
preserve,zachować
presidency,przewodnictwo
president,prezydent
preside,przewodniczyć
press,naciśnij
pressure,nacisk
prestige,prestiż
presume,przypuszczać
presuppose,zakładać z góry
pretend,stwarzać pozory
pretension,pretensja
pretentious,pretensjonalny
pretext,pretekst
pretty,ładny
prevail,panować
prevalent,rozpowszechniony
prevent,zapobiec
preview,zapowiedź
previous,poprzedni
prey,zdobycz
price,cena £
prickle,cierń
prick,ukłucie
pride,duma
priest,kapłan
primacy,prymat
primal,pierwotny
primary,podstawowa
primate,prymas
prime,główny
primer,elementarz
primeval,dziewiczy
primitive,prymitywny
primordial,pierwotny
prim,sztywny
prince,książę
principal,dyrektor
principle,zasada
print,wydrukować
priority,priorytet
prior,wcześniejszy
priory,klasztor
prism,pryzmat
prison,więzienie
pristine,dziewiczy
privacy,prywatność
private,prywatny
privatise,prywatyzować
privilege,przywilej
privy,wtajemniczony
prix,prix
prize,nagroda
proactive,proaktywne
probably,prawdopodobnie
probate,potwierdzać autentyczność
probation,staż
probe,sonda
problem,problem
procedure,procedura
proceed,kontynuować
procession,procesja
process,proces
proclaim,głosić
procrastinate,ociągać się
procreate,płodzić
procure,zdobyć
prodigious,cudowny
prodigy,cud
prod,szturchać
produce,produkować
product,produkt
profane,bezcześcić
profession,zawód
professor,profesor
profess,wyznać
proffer,propozycja
proficient,biegły
profile,profil
profit,zysk
profound,głęboki
profuse,obfity
progeny,potomstwo
prognosis,rokowanie
programme,program
progress,postęp
prohibit,zakazać
projector,rzutnik multimedialny
project,projekt
proletarian,proletariacki
proletariat,proletariat
proliferate,rozmnażać się
prolific,płodny
prologue,prolog
prolong,przedłużać
prom,bal studencki
promenade,promenada
prominence,rozgłos
prominent,wybitny
promiscuous,bezładny
promise,obietnica
promote,promować
prompt,skłonić
promulgate,ogłosić
prone,skłonny
pronouncement,oświadczenie
pronounce,wymawiać
pronoun,zaimek
proof,dowód
propaganda,propaganda
propagate,propagować
propel,napędzać
propensity,skłonność
property,własność
proper,właściwy
prophecy,proroctwo
prophesy,prorokować
prophetic,proroczy
prophet,prorok
proponent,zwolennik
proportion,proporcja
propose,zaproponować
proposition,propozycja
prop,rekwizyt
proprietor,właściciel
propriety,przyzwoitość
propulsion,napęd
prosaic,prozaiczny
proscribe,zakazać
prosecute,zaskarżyć
prose,proza
prospecting,poszukiwania
prospect,perspektywa
prospectus,prospekt
prosper,prosperować
prostate,prostata
prosthesis,proteza
prostitute,prostytutka
prostrate,wyczerpać
protagonist,protagonista
protect,ochraniać
protein,białko
protest,protest
protocol,protokół
proton,proton
prototype,prototyp
protracted,dłuższy
protrude,wystawać
proud,dumny
provenance,pochodzenie
prove,okazać się
proverb,przysłowie
providence,opatrzność
provide,zapewniać
province,województwo
provisional,tymczasowy
provision,zaopatrzenie
proviso,klauzula
provoke,sprowokować
provost,rektor
prowess,dzielność
prowl,grasować
proximal,bliższy
proximity,bliskość
proxy,pełnomocnik
prudential,ostrożnościowy
prudent,ostrożny
prune,suszona śliwka
pry,wtrącać się
psalm,psalm
pseudonym,pseudonim
psychedelic,psychodeliczny
psyche,psyche
psychiatry,psychiatria
psychic,psychiczny
psychoanalyse,psychoanalyse
psychoanalytic,psychoanalityczna
psychology,psychologia
psychopath,psychopata
psychosis,psychoza
psychosocial,psychospołeczne
psychotherapy,psychoterapia
psychotic,psychotyczny
puberty,pokwitanie
pubic,łonowy
publication,publikacja
publicist,publicysta
publicity,reklama
publicize,propagować
public,publiczny
publish,publikować
pub,pub
pucker,fałdować
pudding,pudding
puddle,kałuża
pueblo,pueblo
puff,ptyś
pull,ciągnąć
pulley,krążek linowy
pulmonary,płucny
pulpit,ambona
pulp,miazga
pulsar,pulsar
pulsate,pulsować
pulse,puls
pummel,okładać pięściami
pumpkin,dynia
pump,pompa
punch,stempel
punctual,punktualny
punctuate,podkreślać
puncture,przebicie
pundit,mędrzec hinduski
pungent,ostry
pun,gra słów
punish,karać
punitive,karny
punk,punk
punt,barka płaskodenna
punter,punter
puny,małostkowy
pupil,uczeń
puppet,marionetka
pup,szczenię
purchase,zakup
pure,czysty
puree,puree
purge,oczyścić
purify,oczyścić
puritan,purytanin
purple,fioletowy
purport,znaczenie
purpose,"cel, powód"
purr,mruczeć
pursed,ściągnęła
purse,portmonetka
pursuant,zgodnie
pursue,kontynuować
pursuit,pościg
purvey,zaopatrywać
push,pchać
puss,kot
putative,domniemany
put,położyć
putt,putt
puzzle,puzzle
pyjamas,piżama
pylori,pylori
pyramid,piramida
quack,kwak
quad,kwadrat
quadrant,kwadrant
quadruple,poczwórny
quail,Przepiórka
quaint,osobliwy
quake,drżeć
qualify,zakwalifikować
qualitative,jakościowy
quality,jakość
qualm,wyrzuty sumienia
quantify,określić ilościowo
quantity,ilość
quantum,kwant
quarantine,kwarantanna
quark,twaróg
quarrel,sprzeczka
quarry,kamieniołom
quarterback,rozgrywający
quarter,jedna czwarta
quartet,kwartet
quart,kwarta
quartz,kwarc
quasar,kwazar
quash,stłumić
quay,nadbrzeże
queasy,delikatny
queen,królowa
queer,dziwny
quell,stłumić
quench,ugasić
que,que
query,pytanie
questionnaire,ankieta
question,pytanie
quest,zadanie
queue,kolejka
quibble,spierać się
quick,szybki
quid,funt szterling
quiet,cichy
quilt,kołdra
quintessential,kwintesencja
quip,cięty
quirk,dziwactwo
quite,całkiem
quit,porzucić
quiver,kołczan
quiz,kartkówka
quizzical,dziwaczny
quota,kontyngent
quote,zacytować
rabbi,rabin
rabbit,królik
race,wyścig
racial,rasowy
racket,rakieta
rack,stojak
radar,radar
radial,promieniowy
radiance,blask
radiate,promieniować
radiator,chłodnica samochodowa
radical,rodnik
radioactive,radioaktywny
radiology,radiologia
radio,radio
radiotherapy,radioterapia
radius,promień
radon,radon
raffle,loteria
rafter,krokiew
raft,tratwa
rage,wściekłość
ragged,obdarty
rag,szmata
raid,nalot
rail,szyna
rainbow,tęcza
rain,deszcz
raise,podnieść
raisin,rodzynki
rake,grabie
rally,rajd
ram,baran
ramble,włóczęga
ramification,rozgałęzienie
rampage,szał
rampant,szerzący się
rampart,wał
ramp,rampa
ramshackle,zdezelowany
ranch,ranczo
random,losowy
ranger,leśniczy
range,zasięg
rank,ranga
ransack,plądrować
ransom,okup
rant,tyrada
rape,rzepak
rapid,nagły
rap,kuks
rapport,porozumienie
rapt,skupiony
rapture,zachwyt
rare,rzadko spotykany
rash,wysypka
raspberry,malina
rasp,zgrzyt
rate,oceniać
rather,raczej
ratify,ratyfikować
rationale,racjonalne uzasadnienie
rational,racjonalny
ration,racjonować
ratio,stosunek
rat,szczur
rattle,grzechotka
raucous,ochrypły
ravage,dewastować
rave,bredzić
raven,kruk
ravine,wąwóz
raw,surowy
ray,promień
razor,brzytwa
reach,dosięgnąć
react,reagować
read,czytać
readership,Czytelnictwo
ready,gotowy
realign,Ponownie ustawić
realise,realizować
really,naprawdę
realm,królestwo
real,real
reap,zbierać
rear,tylny
reason,powód
reassemble,zamontować
reassert,umocnić
rebate,przylga
rebel,buntownik
rebound,odbić się
rebuff,odprawa
rebuke,nagana
rebut,powstrzymać
recalcitrant,oporny
recall,odwołanie
recap,podsumować
recapture,odzyskanie
recast,przerobić
recede,oddalać się
receipt,paragon
receive,otrzymać
receiver,odbiorca
recent,niedawny
reception,przyjęcie
receptive,chłonny
receptor,chwytnik
recession,recesja
recess,wgłębienie
recharge,ładowania
recipe,przepis
recipient,odbiorca
reciprocal,odwrotność
reciprocate,odwzajemniać
reciprocity,wzajemność
recite,recytować
reckless,lekkomyślny
reckon,liczyć się
reclaim,odzyskać
recline,układać
recluse,pustelnik
recognition,uznanie
recognize,rozpoznać
recoil,odrzut
recollect,pamiętać
recommend,polecić
reconcile,pogodzić
reconnaissance,rozpoznawczy
reconstitute,Rozpuścić
record,rekord
recoup,odzyskać
recourse,uciekanie się
recover,wyzdrowieć
recreation,rekreacja
recrimination,rekryminacja
recruit,rekrut
rectal,odbytniczy
rectangle,prostokąt
rectify,prostować
rector,rektor
rectory,probostwo
recuperate,zregenerować
recur,powtarzać się
recycle,recykling
red,czerwony
redeem,wykupić
redemption,odkupienie
redesign,przeprojektowanie
redress,wyrównać
reduce,zmniejszyć
redundant,zbędny
reed,trzcina
reef,rafa
reek,smród
reel,rolka
referee,arbiter
referendum,referendum
refer,odnosić się
refinance,refinansować
refine,oczyścić
reflect,odzwierciedlić
reflector,reflektor
reflex,odruch
reflux,odpływ
reform,reforma
refract,załamać światło
refrain,refren
refresh,odświeżać
refrigerator,lodówka
refuel,tankować
refuge,schronienie
refund,zwrot
refurbish,odnawiać
refuse,odrzucać
refute,obalić
regain,wracać
regal,królewski
regard,wzgląd
regenerate,zregenerować
regent,regent
reggae,reggae
regimen,reżim
regiment,pułk
regime,reżim
region,region
register,zarejestrować
registrar,rejestrator
registry,rejestr
regress,regres
regret,żal
regular,regularny
regulate,regulować
rehabilitate,zrehabilitować
rehearse,odbywać próby
reign,królować
reimburse,zwracać koszty
reincarnating,odradzających
reindeer,renifer
reinforce,wzmacniać
reinstate,przywracać na stanowisko
rein,wodza
reissue,wznawiać wydanie
reiterate,powtarzać
reject,odrzucać
rejoice,cieszyć
rejuvenate,odmładzać
relapse,recydywa
relate,odnosić się
relative,krewny
relatives,krewni
relativity,względność
relax,zrelaksować się
relay,przekaźnik
release,wydanie
relegate,skierować
relentless,bezwzględny
relent,zmięknąć
relevance,stosowność
relevant,istotnych
relic,relikt
relief,ulga
relieve,łagodzić: uśmierzać
religion,religia
religious,religijny
relinquish,porzucić
relish,smakować
relive,Relive
reluctance,niechęć
reluctant,niechętny
rely,polegać
remainder,reszta
remain,pozostawać
remand,odsyłać obwinionego do więzienia
remark,uwaga
remedy,zaradzić
remember,zapamiętaj
remind,przypominać
reminisce,opowiadać wspomnienia
remission,umorzenie
remit,przekazać
remnant,pozostałość
remodel,przebudować
remorse,żal
remote,zdalny
remove,usunąć
remunerate,wynagradzać
renaissance,renesans
renal,nerkowy
render,renderowanie
rendezvous,spotkanie
rendition,wykonanie
renegade,renegat
renege,wycofać się
renounce,zrzec się
renovate,odnawiać
renown,rozgłos
rent,wynajem
repair,naprawic
reparation,naprawa
repatriate,repatriacja
repay,odwdzięczyć się
repeal,uchylać
repeat,powtarzać
repel,odpychać
repent,żałować
repercussion,następstwo
repertoire,repertuar
repertory,repertuar
repetitive,powtarzalne
replace,zastąpić
replenish,uzupełniać
replete,nasycony
replica,replika
replicate,replika
reply,odpowiadać
report,raport
repose,odpoczynek
repository,magazyn
represent,przedstawiać
repress,stłumić
reprieve,wytchnienie
reprimand,nagana
reprisal,akcja odwetowa
reproach,zarzut
reproduce,rozmnażać się
reproductive,rozrodczy
reptile,gad
republic,republika
repudiate,rozwodzić się
repugnant,odrażający
repulse,odeprzeć
repulsive,odpychający
reputable,renomowany
reputation,reputacja
repute,reputacja
request,żądanie
requiem,msza żałobna
require,wymagać
requisite,wymagany
rescind,odwołać
rescue,ratować
research,badania
resection,resekcja
resemble,przypominać
resent,wysłany ponownie
reserve,rezerwować
reservoir,zbiornik
reset,Resetowanie
reshape,przefasonować
reshuffle,przetasowanie
reside,zamieszkać
residue,pozostałość
resign,rezygnować
resilience,sprężystość
resin,żywica
resist,opierać się
resolute,zdecydowany
resolution,rozkład
resolve,rozwiązać
resonance,rezonans
resonant,rezonansowy
resonate,rezonować
resort,ośrodek wczasowy
resound,zabrzmieć
resource,ratunek
respectability,poważanie
respective,poszczególny
respect,szacunek
respiration,oddychanie
respirator,respirator
respite,wytchnienie
respond,odpowiadać
response,odpowiedź
responsible,odpowiedzialny
res,res
restate,Restate
restaurant,restauracja
restitution,restytucja
rest,odpoczynek
restore,przywracać
restrain,powstrzymać się
restrict,ograniczać
result,wynik
resume,wznawianie
resurgence,odrodzenie
resurrect,wskrzesić
resuscitate,reanimować
retail,sprzedaż
retain,zachować
retaliate,zemścić się
retard,opóźniać
retention,zatrzymywanie
reticence,małomówność
retina,siatkówka oka
retire,przejść na emeryturę
retort,retorta
retrace,odtwarzać
retract,wycofać
retrain,przekwalifikować
retreat,wycofać się
retribution,zemsta
retrieve,odzyskać
retrospect,retrospekcja
return,powrót
reunion,zjazd
revamp,reorganizacji
reveal,odsłonić
revel,biesiada
revenge,zemsta
revenue,dochód
reverberate,rozbrzmiewać
revere,czcić
reverend,czcigodny
reverie,zaduma
reverse,odwrócić
revert,odwracać
review,przejrzeć
revise,poprawić
revive,wskrzesić
revoke,unieważnić
revolt,bunt
revolution,rewolucja
revolve,obracać się
revolver,rewolwer
revs,obroty
revulsion,wstręt
reward,nagroda
rewind,przewijanie do tyłu
rhetoric,retoryka
rheumatoid,reumatoidalne
rhino,nosorożec
rhododendron,rododendron
rhubarb,rabarbar
rhyme,wierszyk
rhythm,rytm
ribbon,faborek
rib,żebro
rice,ryż
rich,bogaty
rickety,kulawy
riddle,zagadka
ride,jazda
ridge,grzbiet
ridiculous,śmieszny
rid,pozbyć się
rife,rozpowszechniony
riff,riff
rifle,karabin
rift,strzelanina
right,dobrze
righteous,sprawiedliwy
rights,prawa
rigid,sztywny
rigour,rygor
rig,takielunek
rim,obręcz
rind,skórka
ring,pierścień
rink,lodowisko
rinse,wypłukać
riot,zamieszki
ripe,dojrzały
ripple,marszczyć
rip,rozerwać
rise,wzrost
risk,ryzyko
rite,obrzęd
ritual,rytuał
rival,rywalizować
river,rzeka
rivet,nit
roach,płoć
road,droga
roam,wędrować
roar,ryk
roast,pieczeń
robe,szata
robin,rudzik
rob,obrabować
robot,robot
robust,krzepki
rocked,rocked
rocket,rakieta
rock,skała
rodent,gryzoń
rod,pręt
roe,ikra
rogue,łobuz
role,rola
roll,rolka
romance,romans
romanesque,romański
romanticism,romantyzm
romantic,romantyczny
romp,broić
roof,dach
rookie,rekrut
room,pokój
roost,grzęda
root,korzeń
rope,lina
rosary,różaniec
roses,róże
rosette,rozeta
roster,lista
rotary,obrotowy
rotate,obracać się
rot,gnić
rotor,wirnik
rottweiler,rottweiler
rouble,rubel
rouge,róż
rough,szorstki
roundabout,rondo
round,okrągły
rouse,obudzić
route,trasa
routine,rutyna
rout,pogrom
rove,wędrować
rowdy,hałaśliwy
row,rząd
royal,królewski
rubber,gumowy
rubbish,śmieci
rubble,gruz
rub,pocierać
rubric,rubryka
ruby,rubin
rucksack,plecak
rudder,ster
ruddy,rumiany
rude,niegrzeczny
rudiment,szczątek
rueful,smutny
rue,żałować
ruff,batalion
ruffle,wzburzyć
rugby,rugby
rug,dywan
rugged,chropowaty
ruin,ruina
rule,reguła
rumble,huk
rummage,grzebać
rumour,plotka
rumple,marszczyć
rump,zad
rum,rum
run,biegać
runway,pas startowy
rupee,rupia
rupture,pęknięcie
rural,wiejski
rush,wysypka
rustic,rustykalny
rustle,szelest
rust,rdza
ruthless,bezwzględny
rut,rykowisko
rye,żyto
sabbath,sabat
sabine,sabine
sabotage,sabotaż
sacks,worki
sack,worek
